DateTime,Entries,UniqueIPs
1489024509,298755,308339
1489033810,298754,308338
1489037109,298753,308337
1489039810,298752,308336
1489042208,298752,308335
1489048809,298751,308334
1489058711,298750,308333
1489067409,298749,308332
1489072508,298748,308331
1489077308,298746,308329
1489078809,298745,308328
1489082409,298744,308327
1489083009,298743,308326
1489083609,298742,308325
1489084508,298740,308323
1489084808,298738,308321
1489086608,298737,308320
1489086909,298736,308319
1489087508,298737,308320
1489107309,298736,308319
1489172708,298735,308318
1489174209,298734,308317
1489179909,298733,308316
1489183809,298732,308315
1489239008,298731,308314
1489239308,298729,308312
1489242310,298728,308311
1489250108,298727,308310
1489260009,298786,308369
1489266009,298866,308449
1489266309,298926,308509
1489269309,298970,308553
1489269608,298977,308560
1489269909,298979,308562
1489271410,298978,308561
1489275008,298989,308572
1489293308,298988,308571
1489333509,298987,308570
1489348508,298986,308569
1489349409,298986,308569
1489349708,299028,308612
1489350609,299092,308677
1489351509,299095,308680
1489351811,299109,308694
1489352109,299112,308697
1489352708,299119,308704
1489353608,299132,308717
1489353909,299143,308728
1489354209,299167,308752
1489355108,299166,308751
1489356309,299165,308750
1489356609,299168,308753
1489356908,299166,308751
1489360209,299227,308812
1489360509,299252,308837
1489360809,299265,308850
1489361109,299277,308863
1489361409,299324,308911
1489361708,299363,308950
1489362009,299380,308967
1489362308,299393,308980
1489362608,299405,308992
1489362908,299411,308998
1489363209,299414,309001
1489367109,299413,309000
1489367710,299412,308999
1489368908,299411,308998
1489380309,299410,308997
1489401609,299409,308996
1489404309,299408,308995
1489404908,299407,308994
1489408208,299406,308993
1489414809,299406,308992
1489429208,299405,308991
1489441509,299442,309028
1489441808,299477,309063
1489443009,299506,309092
1489443308,299509,309095
1489452308,299523,309110
1489468509,299522,309109
1489476908,299521,309108
1489479009,299520,309107
1489484409,299519,309106
1489487708,299518,309105
1489500008,299517,309104
1489514708,299539,309126
1489516509,299540,309127
1489521910,299539,309126
1489523709,299540,309127
1489525209,299546,309133
1489525808,299555,309142
1489526109,299613,309200
1489527608,299633,309220
1489528508,299634,309221
1489528809,299641,309229
1489529409,299648,309236
1489529708,299665,309253
1489532108,299682,309270
1489532710,299692,309280
1489533008,299725,309314
1489533610,299724,309313
1489534809,299725,309314
1489557608,299724,309313
1489566609,299722,309311
1489566908,299720,309309
1489567209,299718,309307
1489567509,299716,309305
1489567808,299715,309304
1489568109,299713,309302
1489568708,299712,309301
1489597208,299711,309300
1489609809,299725,309314
1489610708,299724,309313
1489611609,299725,309314
1489612209,299735,309324
1489612808,299739,309328
1489613109,299742,309331
1489614009,299741,309330
1489615209,299743,309332
1489616408,299779,309368
1489616709,299784,309373
1489618808,299792,309381
1489619409,299798,309387
1489619708,299809,309398
1489620909,299808,309397
1489623308,299837,309426
1489625408,299836,309425
1489631109,299835,309424
1489634409,299834,309423
1489639208,299832,309421
1489643708,299831,309420
1489644008,299829,309418
1489644308,299828,309417
1489646108,299827,309416
1489653908,299826,309415
1489666208,299825,309414
1489668609,299824,309413
1489676409,299823,309412
1489680908,299819,309408
1489681209,299818,309407
1489681510,299817,309406
1489685110,299816,309405
1489686608,299814,309403
1489687209,299813,309402
1489702809,299812,309401
1489710609,299810,309399
1489712108,299809,309398
1489712409,299808,309397
1489725009,299806,309395
1489755908,299805,309394
1489767009,299804,309393
1489771808,299828,309417
1489775409,299838,309427
1489775708,299856,309445
1489780209,299907,309496
1489780508,299935,309524
1489780809,299945,309534
1489781108,299968,309557
1489781413,299987,309576
1489781708,299999,309588
1489782009,300009,309598
1489784408,300008,309597
1489784709,300007,309596
1489792509,300009,309598
1489797910,300008,309597
1489807508,300007,309596
1489810809,300006,309595
1489817708,300005,309594
1489818008,300002,309591
1489818318,300000,309589
1489818609,299997,309586
1489820708,299996,309585
1489831508,299995,309584
1489831809,299994,309583
1489834508,299993,309582
1489837808,299992,309581
1489839009,299998,309587
1489839609,300014,309603
1489839909,300014,309602
1489840208,300013,309601
1489847709,300011,309599
1489852809,300010,309598
1489856408,300009,309597
1489858209,300008,309596
1489867510,300007,309595
1489869009,300006,309594
1489869308,300003,309591
1489869609,300001,309589
1489870208,300037,309625
1489870509,300039,309627
1489871408,300036,309624
1489872009,300035,309623
1489876809,300034,309622
1489877109,300036,309624
1489877409,300039,309627
1489878009,300038,309626
1489899609,300037,309625
1489899909,300036,309624
1489902309,300035,309623
1489903809,300033,309621
1489904409,300032,309620
1489911309,300031,309619
1489915210,300030,309618
1489921509,300029,309617
1489922709,300028,309616
1489934709,300027,309615
1489935308,300028,309616
1489941608,300027,309615
1489943709,300026,309614
1489950608,300033,309621
1489951209,300039,309627
1489952108,300043,309631
1489955110,300055,309643
1489956310,300070,309658
1489956608,300069,309657
1489957209,300126,309714
1489957509,300144,309732
1489957810,300165,309754
1489958108,300167,309756
1489958710,300166,309755
1489959009,300186,309775
1489959308,300199,309788
1489959608,300222,309811
1489959909,300221,309810
1489960208,300246,309835
1489960509,300245,309834
1489960809,300244,309833
1489961109,300253,309842
1489961408,300274,309863
1489961708,300275,309864
1489962008,300285,309874
1489962310,300283,309872
1489962609,300298,309887
1489963209,300296,309885
1489965909,300310,309899
1489967108,300309,309898
1489968309,300309,309897
1489973709,300308,309896
1489974009,300307,309895
1489975208,300306,309894
1489979109,300305,309893
1489981509,300304,309892
1489994409,300303,309891
1489996508,300302,309890
1489997709,300301,309889
1489998309,300321,309909
1489998609,300320,309908
1490001008,300319,309907
1490007008,300318,309906
1490016909,300317,309905
1490020508,300316,309904
1490029509,300315,309903
1490032508,300314,309902
1490033708,300313,309901
1490034309,300312,309900
1490040309,300328,309916
1490041809,300326,309914
1490046309,300323,309911
1490046609,300322,309910
1490046908,300321,309909
1490064310,300320,309908
1490073608,300319,309907
1490074208,300318,309906
1490076608,300317,309905
1490084108,300315,309903
1490084708,300313,309901
1490091609,300312,309900
1490092510,300311,309899
1490094008,300310,309898
1490098209,300309,309897
1490099708,300308,309896
1490102409,300307,309895
1490102709,300306,309894
1490104510,300305,309893
1490106310,300304,309892
1490108710,300330,309918
1490112610,300350,309938
1490115009,300362,309950
1490115308,300374,309962
1490116209,300373,309961
1490116509,300372,309960
1490116809,300371,309959
1490117409,300369,309957
1490117708,300368,309956
1490118009,300366,309954
1490118311,300364,309952
1490118608,300362,309950
1490119509,300360,309948
1490124608,300364,309952
1490126109,300363,309951
1490127309,300362,309950
1490132708,300361,309949
1490134808,300360,309948
1490136309,300364,309952
1490139010,300363,309951
1490139910,300364,309952
1490159708,300363,309951
1490176208,300362,309950
1490178609,300361,309949
1490187609,300360,309948
1490191808,300358,309946
1490192411,300357,309945
1490193009,300356,309944
1490200209,300355,309943
1490201709,300354,309942
1490202010,300352,309940
1490203509,300351,309939
1490203808,300350,309938
1490210108,300368,309956
1490223008,300367,309955
1490244607,300366,309954
1490273409,300365,309953
1490281809,300364,309952
1490286009,300363,309951
1490294408,300362,309950
1490299211,300361,309949
1490299509,300364,309952
1490299808,300374,309962
1490300108,300377,309965
1490300409,300383,309971
1490301308,300382,309970
1490301608,300381,309969
1490307609,300380,309968
1490308509,300379,309967
1490309110,300378,309966
1490310609,300377,309965
